0,-0.002332062511241927,-1.5432612319746637,0.048506876533122106,0.13928398766357303,0.41447,0.41447,0.08447,0.08447
0,-0.010022993010157329,-2.8544223555888673,0.07506164509900815,-0.024090189213980595,0.27091,0.27091,-0.05909,-0.05909
0,-0.036412146941328306,-0.9776049070767128,-0.04658769861481063,-1.6500492453385456,-7.50758,-3.75379,-8.16758,-4.08379
0,-0.03812499674545358,-0.10788789955415648,-0.13837796520630505,-0.9963039683673334,-6.13932,-1.02322,-7.78932,-1.29822
0,0.013219814485941023,0.0187514312550304,1.0118737487379175,0.26694430467462515,11.74247,1.6775,9.76247,1.39464
0,-0.18976634728419364,-0.24448641945563052,-1.4536528865655334,-0.3317633080834563,-19.11775,-2.73111,-21.42775,-3.06111
1,-0.14255851296553793,-0.15280429728634712,0.5377842227598101,-0.003983015695464692,1.43924,0.28785,-0.21076,-0.04215
0,0.38455995622928685,0.25002525071637177,2.001856296567208,0.4817815104474022,39.67185,4.95898,37.03185,4.62898
1,-0.01624891590241928,0.0032337487341089367,0.3486848533349723,0.013373469341060687,9.6253,3.20843,8.9653,2.98843
1,0.40075815613493326,2.722314814814814,48.32616666666669,1.6610734463276833,0,0,0,0
1,0.0,0.0,0,0,0,0.0,0,0.0
0,0.49153266293327863,0.024667678063722345,0.7062292819881665,0.39961729979595934,25.13576,8.37859,24.47576,8.15859
1,0.12682596050018263,0.031474394466527215,0.37800124722567674,0.1956891600993982,9.94896,4.97448,9.61896,4.80948
2,3.758545257387826,0.6563949257293323,15.076708024571701,0.768232537023116,-5.30899,-2.6545,-5.63899,-2.8195
1,1.6664131704095577,0.6266423183724541,6.169092355649488,1.0808801863683017,-0.60379,-0.3019,-0.93379,-0.4669
2,0.0909655107021323,0.02449366880287048,1.1980515382412933,0.10281625137500643,6.52291,3.26146,6.19291,3.09646
2,0.26125241002494665,-0.01605294670968207,1.9648234746962097,0.025700530789002925,2.2564,1.1282,1.9264,0.9632
2,49.06930543964355,0.5305729759228315,48.29197568966237,0.9229198981363586,0,0.0,0,0.0
1,-0.24944113082922156,-0.012019488361953011,0.20081518913471785,-0.012417441315260638,-0.61669,-0.30834,-0.94669,-0.47334
1,8.533887249966748,0.5820742336929527,24.85993700775581,0.9883304044066091,-0.31326,-0.15663,-0.64326,-0.32163
3,52.06366318874393,0.44229696894819226,51.5268708920188,1.2116985244802148,0,0.0,0,0.0
3,26.113946623585914,0.5285008438369478,26.170683793971776,1.0486115775260727,2.36756,1.18378,2.03756,1.01878
2,22.439396209719106,0.585442476737234,23.120664386542973,0.7905975326878887,-1.83119,-0.9156,-2.16119,-1.0806
3,22.628252380894843,0.5688031348521234,11.525255797560217,0.7794003265852708,-2.48646,-1.24323,-2.81646,-1.40823
3,24.1949394292396,0.4085773260772259,25.527341301639044,1.3221808253230745,-1.14049,-0.57024,-1.47049,-0.73524
2,49.537001845121914,0.4764668692426669,16.9275355912156,1.1107522055409378,0,0.0,0,0.0
2,1.655943285556431,0.9197918581148482,30.13572102426885,1.1372818815841217,8.12483,8.12483,7.79483,7.79483
4,1.0918088359895117,0.782950926428399,24.541435963421378,1.0483859387088015,-8.8277,-8.8277,-9.1577,-9.1577
2,0.435102006152849,1.3941960420531856,46.92820748299321,1.595928744379108,0,0,0,0
4,0.5079579010834634,1.3751750637276947,13.018385127705299,1.87139652014652,0,0.0,0,0.0
4,0.46181548008019474,1.5535089128778452,52.02516467513068,1.9122174738841404,0,0.0,0,0.0
4,5.72024627598894,0.442383461047254,6.424757154882156,1.5471433431134927,0,0.0,0,0.0
3,1.2281266564038007,0.7656964161775669,13.706539543205038,1.330981723485742,13.40967,6.70484,13.07967,6.53984
5,-0.8896448005697977,-0.03473215782039313,-2.0536189458689496,-0.11170612920612925,-7.66334,-3.83167,-7.99334,-3.99667
3,53.324043591687406,0.5193589930208409,8.95082595196998,1.1533882368631636,0,0.0,0,0.0
3,-0.2360080863955858,-0.02728510993216871,-1.649584568271013,-0.11006535870942631,-5.95189,-2.97594,-6.28189,-3.14094
5,47.81283072174737,0.44948677248677255,12.003717043314504,1.0611481481481482,0,0.0,0,0.0
5,48.21808131160456,0.5609049490798642,48.85840616004606,0.8792564066657331,0,0.0,0,0.0
3,-2.9364570275403605,-0.027243051066580447,-2.6925553520553627,-0.07537652689551447,-5.29867,-2.64934,-5.62867,-2.81434
5,14.328537815827902,0.4515654760391313,10.479258217202982,0.8498062060818424,-4.8871,-2.44355,-5.2171,-2.60855
6,26.698084613118425,0.5649331990666934,13.982684721300467,1.0893113392611367,9.95447,4.97724,9.62447,4.81224
4,43.82064598420237,0.39877100507026364,22.376685409498812,1.0341905379778422,0,0.0,0,0.0
6,16.468648238392593,0.42708823183094563,16.973155259281615,1.196189563486223,0.82508,0.41254,0.49508,0.24754
6,5.279769894830745,0.36201457142338067,7.51732652131765,1.340626767408105,-1.03217,-0.51608,-1.36217,-0.68108
4,12.044580990652934,0.634912753481426,25.761481251875125,0.8598938193773706,3.29565,1.64782,2.96565,1.48282
4,6.212281305423035,0.394327538808398,22.345247047345207,1.1041277384278816,-1.57069,-0.78534,-1.90069,-0.95034
4,1.2374239864652588,0.7523269336124058,24.070985449354154,0.9680380709730755,0.78651,0.78651,0.45651,0.45651
7,0.5013492167988546,2.0491234888403294,56.342563521997185,1.9009564033198991,0,0,0,0
6,0.46557492832902514,1.704570863402615,25.53693719498723,1.7417824734249416,0,0,0,0
7,0.413241878005146,5.2677104579577625,10.619306909814863,1.9349422694094225,0,0,0,0
7,0.39885411030738543,54.54381387249139,27.82628173958133,2.044799734588008,0,0,0,0
5,0.3184784161420403,53.21872400811743,54.327554376516346,3.4734554012168526,0,0,0,0
5,0.5645481638244515,1.2374897591550686,17.970596927377795,1.9105105053622113,0,0,0,0
8,0.0,0,0,0,0,0,0,0
5,0.0,0,0,0,0,0,0,0
8,0.0,0,0,0,0,0,0,0
8,0.0,0,0,0,0,0,0,0
7,0.0,0,0,0,0,0,0,0
5,0.39977612108005245,5.276182926829269,51.47105760896817,1.7885365853658537,0,0,0,0
6,0.0,0.0,0,0,0,0.0,0,0.0
6,0.0,0.0,0,0.0,0,0.0,0,0.0
9,0.10507472913807282,0.07802427007601773,6.1111952415237925,0.211409931933391,13.49614,6.74807,13.16614,6.58307
9,-3.1716241594354844,-0.032129521128077536,-4.3731461430755845,-0.09679526618332218,-6.95418,-3.47709,-7.28418,-3.64209
